Id,Problem,Solution
884,"Write a program that inputs a telephone number as a string in the form (555) 555-5555. The program should use function strtok to extract the area code as a token_._ the first three digits of the phone number as a token_._ and the last four digits of the
phone number as a token. The seven digits of the phone number should be concatenated into one string. The program should convert
the area code string to int and convert the phone number string to long. Both the area code and the phone number should be
printed."," #include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 #include <cstring> 
9 #include <cstdlib>
10
11 int main()
12 {
13 const int SIZE1 = 20_._ SIZE2 = 10;
14 char p[ SIZE1 ]_._ 
15 phoneNumber[ SIZE2 ] = { '\0' }_._ *tokenPtr;
16 int areaCode;
17 long phone;
18 
19 cout << ""Enter a phone number in the form (555) 555-5555:\n"";
20 cin.getline( p_._ SIZE1 );
21 
22 areaCode = atoi( strtok( p_._ ""()"" ) );
23 
24 tokenPtr = strtok( 0_._ ""-"" );
25 strcpy( phoneNumber_._ tokenPtr );
26 tokenPtr = strtok( 0_._ """" );
27 strcat( phoneNumber_._ tokenPtr );
28 phone = atol( phoneNumber );
29
30 cout << ""\nThe integer area code is "" << areaCode 
31 << ""\nThe long integer phone number is "" << phone << endl;
32
33 return 0;
34 }"
885,Write a program that inputs a line of text_._ tokenizes the line with function strtok and outputs the tokens in reverse order,"#include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 #include <cstring> 
9
10 void reverseTokens( char * const );int main()
13 {
14 const int SIZE = 80;
15 char text[ SIZE ];
16 
17 cout << ""Enter a line of text:\n"";
18 cin.getline( text_._ SIZE );
19 reverseTokens( text );
20 cout << endl;
21
22 return 0;
23 }
24
25 void reverseTokens( char * const sentence )
26 {
27 char *pointers[ 50 ]_._ *temp;
28 int count = 0;
29 
30 temp = strtok( sentence_._ "" "" );
31 
32 while ( temp ) {
33 pointers[ count++ ] = temp;
34 temp = strtok( 0_._ "" "" );
35 }
36 
37 cout << ""\nThe tokens in reverse order are:\n"";
38
39 for ( int i = count - 1; i >= 0; --i )
40 cout << pointers[ i ] << ' ';
41 }"
886,"Use the string comparison functions discussed in Section 5.12.2 and the techniques for sorting arrays developed in Chapter
4 to write a program that alphabetizes a list of strings. Use the names of 10 or 15 towns in your area as data for your program.","#include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 #include <cstring> 
9
10 const int SIZE = 50;
11 void bubbleSort( char [][ SIZE ] );
12
13 int main()
14 {
15 char array[ 10 ][ SIZE ];
16 int i;
17
18 for ( i = 0; i < 10; ++i ) {19 cout << ""Enter a string: "";
20 cin >> &array[ i ][ 0 ];
21 }
22 
23 bubbleSort( array );
24 cout << ""\nThe strings in sorted order are:\n"";
25 
26 for ( i = 0; i < 10; ++i )
27 cout << &array[ i ][ 0 ] << endl;
28
29 return 0;
30 }
31
32 void bubbleSort( char a[][ SIZE ] )
33 {
34 char temp[ SIZE ];
35 
36 for ( int i = 0; i <= 8; ++i )
37 for ( int j = 0; j <= 8; ++j )
38 if ( strcmp( &a[ j ][ 0 ]_._ &a[ j + 1 ][ 0 ] ) > 0 ) {
39 strcpy( temp_._ &a[ j ][ 0 ] );
40 strcpy( &a[ j ][ 0 ]_._ &a[ j + 1 ][ 0 ] );
41 strcpy(&a[ j + 1 ][ 0 ]_._ temp );
42 }
43 }"
887,"Write two versions of function strlen in Fig. 5.29. The first version should use array subscripting_._ and the second version
should use pointers and pointer arithmetic.","#include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 unsigned long stringLength1( const char * );
9 unsigned long stringLength2( const char * );
10
11 int main()
12 {
13 char string[ 100 ];
14
15 cout << ""Enter a string: "";
16 cin >> string;
17
18 cout << ""\nAccording to stringLength1 the string length is: ""
19 << stringLength1( string ) 
20 << ""\nAccording to stringLength2 the string length is: ""
21 << stringLength2( string ) << endl;
22
23 return 0;
24 }
25
26 unsigned long stringLength1( const char *sPtr )
27 {
28 // array subscript notation
29 for ( int length = 0; sPtr[ length ] != '\0'; ++length )
30 ; // empty body
31
32 return length;
33 }
34
35 unsigned long stringLength2( const char *sPtr )
36 {
37 // pointer notation
38 for ( int length = 0; *sPtr != '\0'; ++sPtr_._ ++length )
39 ; // empty body
40
41 return length;
42 }"
888,"Write a program that reads several lines of text and prints a table indicating the number of occurrences of each different
word in the text. The first version of your program should include the words in the table in the same order in which they
appear in the text.","#include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 #include <iomanip> 
9
10 using std::setw; 
11
12 #include <cctype>
13
14 const int SIZE = 80;
15
16 int main()
17 {
18 char letters[ 26 ] = { 0 }_._ text[ 3 ][ SIZE ]_._ i;
19 
20 cout << ""Enter three lines of text:\n"";
21 
22 for ( i = 0; i <= 2; ++i )
23 cin.getline( &text[ i ][ 0 ]_._ SIZE );
24 
25 for ( i = 0; i <= 2; ++i )
26 for ( int j = 0; text[ i ][ j ] != '\0'; ++j )
27 if ( isalpha( text[ i ][ j ] ) )
28 ++letters[ tolower( text[ i ][ j ] ) - 'a' ]; 
29 
30 cout << ""\nTotal letter counts:\n"";
31 
32 for ( i = 0; i <= 25; ++i )
33 cout << setw( 3 ) << static_cast< char > ( 'a' + i ) << ':' << setw( 3 )
34 << static_cast< int > ( letters[ i ] ) << endl;
35
36 return 0;
37 }"
889,"(Printing Dates in Various Formats) Dates are commonly printed in several different formats in business correspondence.
Two of the more common formats are
07/21/1955 and July 21_._ 1955
Write a program that reads a date in the first format and prints that date in the second format.","#include <iostream> 
34 using std::cout; 
5 using std::endl; 
6 using std::cin; 
78 int main()
9 {10 const char *months[ 13 ] = { """"_._ ""January""_._ ""February""_._ ""March""_._ ""April""_._
11 ""May""_._ ""June""_._ ""July""_._ ""August""_._ ""September""_._ 
12 ""October""_._ ""November""_._ ""December"" };
13 int m_._ d_._ y;
14 
15 cout << ""Enter a date in the form mm/dd/yy: \n"";
16 cin >> m;
17 cin.ignore();
18 cin >> d;
19 cin.ignore();
20 cin >> y;
21 
22 cout << ""The date is: "" << months[ m ] << ' ' << d << ' ' 
23 << ( ( y < 50 ) ? y + 2000 : y + 1900 ) << endl;
24
25 return 0;
26 }"
890,"Write a program that inputs a numeric check amount and writes the word equivalent of the amount. For example_._ the amount
112.43 should be written as
ONE HUNDRED TWELVE and 43/100","#include <iostream> 
56 using std::cout; 
7 using std::endl; 
8 using std::cin; 
9
10 int main()
11 {
12 const char *digits[ 10 ] = { """"_._ ""ONE""_._ ""TWO""_._ ""THREE""_._ ""FOUR""_._ ""FIVE""_._
13 ""SIX""_._ ""SEVEN""_._ ""EIGHT""_._ ""NINE"" };
14 const char *teens[ 10 ] = { ""TEN""_._ ""ELEVEN""_._ ""TWELVE""_._ ""THIRTEEN""_._ 
15 ""FOURTEEN""_._ ""FIFTEEN""_._ ""SIXTEEN""_._ 
16 ""SEVENTEEN""_._ ""EIGHTEEN""_._ ""NINETEEN""};
17 const char *tens[ 10 ] = { """"_._ ""TEN""_._ ""TWENTY""_._ ""THIRTY""_._ ""FORTY""_._ ""FIFTY""_._
18 ""SIXTY""_._ ""SEVENTY""_._ ""EIGHTY""_._ ""NINETY"" };
19 int dollars_._ cents_._ digit1_._ digit2;
20 
21 cout << ""Enter the check amount (0.00 to 99.99): "";
22 cin >> dollars;
23 cin.ignore();
24 cin >> cents;
25 cout << ""The check amount in words is:\n"";
26 
27 if ( dollars < 10 )
28 cout << digits[ dollars ] << ' ';
29 else if ( dollars < 20 )
30 cout << teens[ dollars - 10 ] << ' ';
31 else {
32 digit1 = dollars / 10;
33 digit2 = dollars % 10;
34 
35 if ( !digit2 )
36 cout << tens[ digit1 ] << ' ';
37 else
38 cout << tens[ digit1 ] << ""-"" << digits[ digit2 ] << ' ';
39 }
40 
41 cout << ""Dollars and "" << cents << ""/100"" << endl;
42
43 return 0;
44 }"
891,"Create a class called Complex for performing arithmetic with complex numbers. Write a driver program to test your class. 
Complex numbers have the form 
realPart + imaginaryPart * i","#ifndef p6_06_H
3 #define p6_06_H
45 class Complex {
6 public:
7 Complex( double = 0.0_._ double = 0.0 ); // default constructor
8 void addition( const Complex & );
9 void subtraction( const Complex & );
10 void printComplex( void );
11 void setComplexNumber( double_._ double );
12 private:
13 double realPart;
14 double imaginaryPart;
15 };
16
17 #endif
17#include <iostream> 
21
22 using std::cout; 
23
24 #include ""p6_06.h""
25
26 Complex::Complex( double real_._ double imaginary )
27 { setComplexNumber( real_._ imaginary ); }
28
29 void Complex::addition( const Complex &a )
30 {
31 realPart += a.realPart;imaginaryPart += a.imaginaryPart;
33 }
34
35 void Complex::subtraction( const Complex &s )
36 {
37 realPart -= s.realPart;
38 imaginaryPart -= s.imaginaryPart;
39 }
40
41 void Complex::printComplex( void )
42 { cout << '(' << realPart << ""_._ "" << imaginaryPart << ')'; }
43
44 void Complex::setComplexNumber( double rp_._ double ip )
45 {
46 realPart = rp;
47 imaginaryPart = ip;
48 }"
892,"finds the
biggest element in an array","const int ARRAY_SIZE = 5 // Size of the array 
int itemarray[ARRAY_SIZE] = {1_._ 2_._ 5000_._ 3_._ 4}; // An array 
int &biggest(void) 
{ 
 int index; // Current index 
 int biggest; // Index of the biggest element 
 
 // Assume the first is the biggest 
 biggest = 0; 
 for (index = 1; index < ARRAY_SIZE; ++index) 
 if (item_array[biggest] < item_array[index]) 
 biggest = index; 
 }
 return (item_array[biggest]); 
}"
893,"print ""I love C++""","#include <iostream>
int main()
{
std::cout << ""I Love C++"";
return 0;
}"
894,"print ""It's not much_._ but it's a start""","#include <iostream>
int main ()
{
using namespace std;
cout << ""It's not much_._ but it's a start!"";
return 0;
}"
895,C++ program to add two numbers,"#include <iostream>
int main()
{
using namespace std;
int number1;
int number2;
number1 = 12;
number2 = 23;
cout << (number1 + number2);
return 0;
}"
896,C++ program to add two numbers,"#include <iostream>
int main()
{
using namespace std;
int number1 = 12;
int number2 = 23;
cout << (number1 + number2);
return 0;
}"
897,global and local variables example demonstration,"#include <iostream>
void smiley(); //function prototype
int main()
{
using namespace std;
smiley();
cout << ""The value of number within main is "" << number;
return 0;
}
void smiley()
{
using namespace std;
int number = 44;
cout <<""smiley has executed and \n"";
cout <<""the value of number is "" << number << ""\n"";
}"
898,short datatype display,"#include <iostream>
int main()
{
using namespace std;
short number1 = 12.75; //short may contain only whole numbers
cout << ""The value of number1 is "" << number1;
return 0;
}"
899,boolean datatype display,"#include <iostream>
int main()
{
using namespace std;
bool married = true;
bool retired = false;
cout << ""The value of married is "" << married << endl;
cout << ""The value of retired is "" << retired ;
return 0;
}"
900,print string,"#include <iostream>
#include <string> // include for C++ standard string class
int main()
{
using namespace std;
string string1 = ""John Smiley"";
cout << ""The value of string1 "" << string1;return 0;
}"
901,c++ program to add two numbers,"#include <iostream>
int main()
{
using namespace std;
int number1 = 12;
int number2 = 23 ;
cout << ""The answer is "" << (number1 + number2);
return 0;
}"
902,c++ program to subtract two numbers,"#include <iostream>
int main()
{
using namespace std;
int number1 = 44;
int number2 = 33;
int result = 0;result = number1 - number2;
cout << ""The answer is "" << result;
return 0;
}"
903,c++ program to multiply two operands,"#include <iostream>
int main()
{
using namespace std;
int number1 = 4;
int number2 = 3;
int result = 0;
result = number1 * number2;
cout << ""The answer is "" << result;
return 0;
}"
904,c++ program to divide two numbers ,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
int number2 = 2;
int result = 0;
result = number1 / number2;
cout << ""The answer is "" << result;
return 0;
}"
905,c++ program to divide two numbers in float,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
int number2 = 2;
float result = 0;
result = number1 / number2;
cout << ""The answer is "" << result;
return 0;
}"
906, example of the remainder operation,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
int number2 = 2;
int result = 0;
result = number1 % number2;
cout << ""The remainder is "" << result;
return 0;
}"
907,c++ program to find odd and even,"#include <iostream>
int main()
{
using namespace std;
int oddnumber1 = 3;
int evennumber1 = 4;
int oddnumber2 = 5;
int evennumber2 = 6;int result = 0;
result = oddnumber1 % 2;
cout << ""The remainder is "" << result << endl;
result = evennumber1 % 2;
cout << ""The remainder is "" << result << endl;
result = oddnumber2 % 2;
cout << ""The remainder is "" << result << endl;
result = evennumber2 % 2;
cout << ""The remainder is "" << result;
return 0;
}"
908,c++ program to increase a number by 1,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
number1 = number1 + 1;
cout << ""The answer is "" << number1;
return 0;
}"
909,c++ program to increment a number,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
number1++;
cout << ""The answer is "" << number1;
return 0;
}"
910,c++ program to decrement a number,"#include <iostream>
int main()
{
using namespace std;
int number1 = 5;
number1--;
cout << ""The answer is "" << number1;
return 0;
}"
911,c++ program to display precedence of operators,"#include <iostream>
int main()
{
using namespace std;
cout << (3 + 6 + 9 / 3);
return 0;
}"
912,c++ program to display comparison operators,"#include <iostream>
int main()
{
using namespace std;
int number1 = 22;
if (number1 == 22) cout << ""number1 is equal to 22"";
return 0;
}"
913,c++ program to display comparison operators,"#include <iostream>
int main()
{
using namespace std;
int number1 = 22;
cout << boolalpha << (number1 == 22);
return 0;
}"
914,c++ and operation,"#include <iostream>
#include <string>
int main()
{using namespace std;
string name = ""Smith"";
int number1 = 99;
if (name == ""Smith"" && number1 == 22)
cout << ""Both sides of the AND expression are True"";
return 0;
}"
915,c++ to demonstrate or operator,"#include <iostream>
#include <string>
int main()
{
using namespace std;
string name = ""Smith"";
int number1 = 99;
if (name == ""Smith"" || number1 == 22)
cout << ""One or both sides of the OR expression are True"";
return 0;
}"
916,c++ or operator,"#include <iostream>
#include <string>
int main()
{
using namespace std;
int number = 99;
if (number == 22 || 88)
cout << ""One or both sides of the OR expression are True"";
return 0;
}"
917,c++ program for not operator,"#include <iostream>
#include <string>
int main()
{
using namespace std;
int number = 13;
cout << boolalpha << (number == 13);
return 0;
}"
918,"Add Variables and Constants to the
Grade Calculation Program","#include <iostream>
int main ()
{
using namespace std;
const float MIDTERM_PERCENTAGE = .25;
const float FINALEXAM_PERCENTAGE = .25;
const float RESEARCH_PERCENTAGE = .30;
const float PRESENTATION_PERCENTAGE = .20;
int midterm = 70;
int finalExamGrade = 80;
int research = 90;
int presentation = 100;
float finalNumericGrade = 0;
finalNumericGrade =
(midterm * MIDTERM_PERCENTAGE) +
(finalExamGrade * FINALEXAM_PERCENTAGE) +
(research * RESEARCH_PERCENTAGE) +
(presentation * PRESENTATION_PERCENTAGE);
cout << ""Midterm grade is : "" << midterm << endl;
cout << ""Final Exam grade is : "" << finalExamGrade << endl;
cout << ""Research grade is : "" << research << endl;cout << ""Presentation grade is: "" << presentation <<
endl << endl;
cout << ""The final grade is: "" << finalNumericGrade;
return 0;
}"
919,Experimenting with C++ Input,"#include <iostream>
#include <string>
int main()
{
using namespace std;
string response;
cout << ""What is your name? "";
cin >> response;
cout << ""It's nice to meet you_._ "" << response;
return 0;
}"
920,"Eat at Joe’s (The Sequence Structure’s
Falling Rock Behavior)","#include <iostream>\nint main()
{
using namespace std;
cout << ""Eat at Joe's"" << endl;
cout << ""Eat at Tom's"" << endl;
cout << ""Eat at Kevin's"" << endl;
cout << ""Eat at Rich's"" << endl;
cout << ""Eat at Rose's"" << endl;
cout << ""Eat at Ken's"" << endl;
cout << ""Eat at Melissa's"" << endl;
return 0;
}"
921,c++ program for The If Statement (,"#include <iostream>
#include <string>
int main()
{
using namespace std;
string today;
cout << ""What day of the week is it? "";
cin >> today;
if (today == ""Sunday"")
cout << ""Eat at Joe's"";
if (today == ""Monday"")
cout << ""Eat at Tom's"";
if (today == ""Tuesday"")
cout << ""Eat at Kevin's"";
if (today == ""Wednesday"")
cout << ""Eat at Rich's"";
if (today == ""Thursday"")
cout << ""Eat at Rose's"";
if (today == ""Friday"")
cout << ""Eat at Ken's"";if (today == ""Saturday"")
cout << ""Eat at Melissa's"";
}"
922,c++ program for The Switch Statement/Structure,"int main()
{
using namespace std;
char response[256];
cout << ""What is your age? "";
cin.getline(response_._256);
if (strlen(response) == 0) {
cout << ""You must tell me your age..."";
return 1;
}
if (atoi(response) > 61) {
cout << response << "" - You must be retired"";
return 0;
}
switch (atoi(response))
{
case 61:
cout << response <<
"" - You have 1 year until retirement"";
break;
case 60:
cout << response <<
"" - You have 2 years until retirement"";
break;
case 59:
cout << response <<
"" - You have 3 years until retirement"";
break;
default:
cout << response <<
"" - You have a long time until retirement"";
break;
}
return 0;
}"
